regime,t,utility,guidance,stability,nondecomposable,rep_x,rep_y,p_selfish,p_direct_team,p_trigger_success,p_noise,collapse_kl,collapse_burst,representation_jump
reward_shaped,22.0,0.85,0.95,0.96,0.2,0.08270253164556962,0.48120759493670884,0.16353164556962024,0.49436708860759493,0.17105063291139241,0.17105063291139241,0.19884447721316012,0.0169055381980992,0.011210295904093306
reward_shaped,23.0,0.85,0.95,0.96,0.2,0.07509810126582274,0.48944430379746834,0.15960126582278478,0.5054746835443038,0.16746202531645568,0.16746202531645568,0.21646364565219797,0.017619168439037852,0.011210295904093316
reward_shaped,24.0,0.85,0.95,0.96,0.2,0.06749367088607595,0.49768101265822784,0.15567088607594937,0.5165822784810127,0.163873417721519,0.163873417721519,0.23479654380166598,0.018332898149468008,0.01121029590409325
reward_shaped,25.0,0.85,0.95,0.96,0.2,0.05988924050632907,0.5059177215189874,0.1517405063291139,0.5276898734177216,0.16028481012658227,0.16028481012658227,0.2538439850990534,0.019047441297387446,0.011210295904093358
reward_shaped,26.0,0.85,0.95,0.96,0.2,0.0522848101265823,0.5141544303797467,0.1478101265822785,0.5387974683544303,0.1566962025316456,0.1566962025316456,0.2736075023345274,0.019763517235473982,0.011210295904093118
reward_shaped,27.0,0.85,0.95,0.96,0.2,0.04468037974683542,0.5223911392405064,0.14387974683544302,0.5499050632911393,0.15310759493670886,0.15310759493670886,0.29408935746839976,0.02048185513387235,0.011210295904093438
reward_shaped,28.0,0.85,0.95,0.96,0.2,0.03707594936708858,0.530627848101266,0.13994936708860758,0.5610126582278482,0.14951898734177216,0.14951898734177216,0.31529255604117806,0.021203198572778303,0.01121029590409333
reward_shaped,29.0,0.85,0.95,0.96,0.2,0.029471518987341752,0.5388645569620254,0.13601898734177215,0.5721202531645571,0.14593037974683545,0.14593037974683545,0.3372208664108649,0.021928310369686843,0.011210295904093238
reward_shaped,30.0,0.85,0.95,0.96,0.2,0.02186708860759491,0.5471012658227848,0.13208860759493668,0.5832278481012658,0.14234177215189872,0.14234177215189872,0.3598788441343281,0.022657977723463174,0.011210295904093247
reward_shaped,31.0,0.85,0.95,0.96,0.2,0.014262658227848085,0.5553379746835443,0.12815822784810127,0.5943354430379747,0.13875316455696202,0.13875316455696202,0.38327186190179585,0.023393017767467772,0.011210295904093238
reward_shaped,32.0,0.85,0.95,0.96,0.2,0.0066582278481012586,0.5635746835443037,0.12422784810126582,0.6054430379746836,0.1351645569620253,0.1351645569620253,0.4074061455390433,0.024134283637247456,0.011210295904093238
reward_shaped,33.0,0.85,0.95,0.96,0.2,-0.0009462025316455819,0.5718113924050634,0.12029746835443038,0.6165506329113924,0.1315759493670886,0.1315759493670886,0.4322888167147082,0.024882671175664894,0.01121029590409341
reward_shaped,34.0,0.85,0.95,0.96,0.2,-0.00855063291139245,0.5800481012658227,0.11636708860759491,0.6276582278481013,0.12798734177215187,0.12798734177215187,0.4579279431352725,0.025639126420564318,0.011210295904093184
reward_shaped,35.0,0.85,0.95,0.96,0.2,-0.01615506329113922,0.5882848101265822,0.1124367088607595,0.6387658227848101,0.1243987341772152,0.1243987341772152,0.4843325971839815,0.026404654048708953,0.0112102959040932
reward_shaped,36.0,0.85,0.95,0.96,0.2,-0.023759493670886103,0.5965215189873418,0.10850632911392405,0.6498734177215191,0.12081012658227848,0.12081012658227848,0.5115129241703424,0.02718032698636097,0.011210295904093438
reward_shaped,37.0,0.85,0.95,0.96,0.2,-0.031363924050632916,0.6047582278481012,0.1045759493670886,0.6609810126582278,0.11722151898734176,0.11722151898734176,0.5394802216143999,0.02796729744405746,0.011210295904093146
reward_shaped,38.0,0.85,0.95,0.96,0.2,-0.038968354430379756,0.6129949367088607,0.10064556962025316,0.6720886075949367,0.11363291139240506,0.11363291139240506,0.568247031308541,0.028766809694141138,0.01121029590409333
reward_shaped,39.0,0.85,0.95,0.96,0.2,-0.04657278481012665,0.6212316455696204,0.09671518987341769,0.6831962025316457,0.11004430379746832,0.11004430379746832,0.5978272462974767,0.029580214988935705,0.011210295904093448
reward_shaped,40.0,0.85,0.95,0.96,0.2,-0.054177215189873465,0.6294683544303797,0.09278481012658225,0.6943037974683545,0.10645569620253162,0.10645569620253162,0.6282362354190503,0.030408989121573526,0.011210295904093146
reward_shaped,41.0,0.85,0.95,0.96,0.2,-0.06178164556962029,0.6377050632911393,0.08885443037974682,0.7054113924050633,0.10286708860759491,0.10286708860759491,0.6594909886882351,0.03125475326918481,0.01121029590409332
reward_shaped,42.0,0.85,0.95,0.96,0.2,-0.06938607594936706,0.6459417721518987,0.0849240506329114,0.7165189873417721,0.09927848101265824,0.09927848101265824,0.6916102876305072,0.03211929894227217,0.0112102959040932
reward_shaped,43.0,0.85,0.95,0.96,0.2,-0.07699050632911396,0.6541784810126583,0.08099367088607594,0.7276265822784811,0.0956898734177215,0.0956898734177215,0.7246149057434927,0.033004618112985495,0.011210295904093366
